seconds,T1,T2,T3,fluid_in,fluid_out,P_in,P_out,heater_power,pump_power,T1_C,T2_C,T3_C,fluid_in_C,fluid_out_C,delta_p,pump_power_calc,pump_cost_per_day,Q_dot,efficiency,delta_T
24.574,209,177,213,2,2,19,109,,,79.04448483591005,85.5935560767544,78.29605382783535,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
24.675,209,178,212,2,2,18,108,,,79.04448483591005,85.37160003987037,78.48188310973973,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
24.775,210,179,211,3,2,19,109,,,78.85608941280901,85.15089876910076,78.66855859407826,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
24.876,209,178,213,2,2,19,109,,,79.04448483591005,85.37160003987037,78.29605382783535,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
24.976,209,178,212,2,1,19,109,,,79.04448483591005,85.37160003987037,78.48188310973973,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
25.077,209,177,212,1,2,19,109,,,79.04448483591005,85.5935560767544,78.48188310973973,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
25.177,209,178,212,1,3,19,110,,,79.04448483591005,85.37160003987037,78.48188310973973,426.52186008440685,312.3756795479892,91,0.00060666697,0.00628992314496,1244.1933678469525,,114.14618053641766
25.278,211,177,212,2,2,18,110,,,78.66855859407826,85.5935560767544,78.48188310973973,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
25.378,211,176,211,2,2,18,109,,,78.66855859407826,85.81678281194388,78.66855859407826,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
25.479,211,177,213,1,1,19,110,,,78.66855859407826,85.5935560767544,78.29605382783535,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
25.579,212,177,212,2,2,19,110,,,78.48188310973973,85.5935560767544,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
25.68,209,176,211,1,2,17,109,,,79.04448483591005,85.81678281194388,78.66855859407826,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
25.78,211,176,213,1,2,19,110,,,78.66855859407826,85.81678281194388,78.29605382783535,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
25.88,210,176,213,2,2,18,110,,,78.85608941280901,85.81678281194388,78.29605382783535,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
25.981,210,176,212,2,2,19,110,,,78.85608941280901,85.81678281194388,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
26.081,209,175,212,1,2,16,108,,,79.04448483591005,86.04129646691734,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
26.182,211,176,211,0,2,18,110,,,78.66855859407826,85.81678281194388,78.66855859407826,,349.9147799075381,92,0.00061333364,0.0063590431795199995,,,
26.282,210,177,211,1,1,18,110,,,78.85608941280901,85.5935560767544,78.66855859407826,426.52186008440685,426.52186008440685,92,0.00061333364,0.0063590431795199995,0.0,,0.0
26.383,210,177,212,1,2,18,110,,,78.85608941280901,85.5935560767544,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
26.483,209,177,211,2,2,16,109,,,79.04448483591005,85.5935560767544,78.66855859407826,349.9147799075381,349.9147799075381,93,0.00062000031,0.006428163214079999,0.0,,0.0
26.584,209,175,212,2,1,19,110,,,79.04448483591005,86.04129646691734,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
26.684,210,177,212,2,2,19,110,,,78.85608941280901,85.5935560767544,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
26.785,211,177,212,2,2,17,109,,,78.66855859407826,85.5935560767544,78.48188310973973,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
26.885,213,175,212,2,1,19,109,,,78.29605382783535,86.04129646691734,78.48188310973973,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
26.986,210,177,212,2,1,19,110,,,78.85608941280901,85.5935560767544,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
27.086,211,177,212,2,1,19,110,,,78.66855859407826,85.5935560767544,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
27.187,210,177,212,2,2,19,110,,,78.85608941280901,85.5935560767544,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
27.287,210,177,211,2,2,19,110,,,78.85608941280901,85.5935560767544,78.66855859407826,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
27.388,210,176,213,2,3,19,111,,,78.85608941280901,85.81678281194388,78.29605382783535,349.9147799075381,312.3756795479892,92,0.00061333364,0.0063590431795199995,409.1761939190831,,37.53910035954891
27.488,210,177,211,1,1,19,110,,,78.85608941280901,85.5935560767544,78.66855859407826,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
27.589,211,177,212,1,2,20,110,,,78.66855859407826,85.5935560767544,78.48188310973973,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
27.689,212,177,212,2,1,20,111,,,78.48188310973973,85.5935560767544,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
27.789,210,178,212,2,2,18,110,,,78.85608941280901,85.37160003987037,78.48188310973973,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
27.89,209,177,212,1,1,19,110,,,79.04448483591005,85.5935560767544,78.48188310973973,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
27.99,210,177,212,2,1,18,109,,,78.85608941280901,85.5935560767544,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
28.091,211,176,211,2,2,18,110,,,78.66855859407826,85.81678281194388,78.66855859407826,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
28.191,210,178,212,2,3,19,110,,,78.85608941280901,85.37160003987037,78.48188310973973,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
28.291,211,178,211,3,1,18,109,,,78.66855859407826,85.37160003987037,78.66855859407826,312.3756795479892,426.52186008440685,91,0.00060666697,0.00628992314496,-1244.1933678469525,,-114.14618053641766
28.392,210,178,213,2,2,19,110,,,78.85608941280901,85.37160003987037,78.29605382783535,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
28.492,211,178,211,2,2,19,110,,,78.66855859407826,85.37160003987037,78.66855859407826,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
28.593,211,179,213,3,2,19,110,,,78.66855859407826,85.15089876910076,78.29605382783535,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
28.693,254,215,255,2,3,19,108,,,71.30881046166058,77.92689801733297,71.1517655528171,349.9147799075381,312.3756795479892,89,0.00059333363,0.00615168307584,409.1761939190831,,37.53910035954891
28.794,253,213,255,2,3,20,111,,,71.46641388450666,78.29605382783535,71.1517655528171,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
28.895,253,214,257,2,1,17,111,,,71.46641388450666,78.11106175170545,70.83933093713097,349.9147799075381,426.52186008440685,94,0.00062666698,0.00649728324864,-835.0171739278694,,-76.60708017686875
28.995,259,219,260,2,2,18,110,,,70.52906997233748,77.19835371617438,70.37474235244133,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
29.096,259,219,261,2,3,20,111,,,70.52906997233748,77.19835371617438,70.22094355481465,349.9147799075381,312.3756795479892,91,0.00060666697,0.00628992314496,409.1761939190831,,37.53910035954891
29.197,260,218,262,2,3,19,109,,,70.37474235244133,77.37929016024219,70.06766883665347,349.9147799075381,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,409.1761939190831,,37.53910035954891
29.298,258,217,261,1,3,20,110,,,70.68393121451464,77.56102076551883,70.22094355481465,426.52186008440685,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,1244.1933678469525,,114.14618053641766
29.398,260,218,261,2,2,19,110,,,70.37474235244133,77.37929016024219,70.22094355481465,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
29.499,258,219,260,3,2,20,110,,,70.68393121451464,77.19835371617438,70.37474235244133,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
29.6,261,219,259,1,2,19,110,,,70.22094355481465,77.19835371617438,70.52906997233748,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
29.701,259,218,260,2,1,20,109,,,70.52906997233748,77.37929016024219,70.37474235244133,349.9147799075381,426.52186008440685,89,0.00059333363,0.00615168307584,-835.0171739278694,,-76.60708017686875
29.801,258,220,259,2,2,18,110,,,70.68393121451464,77.01820319485813,70.52906997233748,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
29.902,260,220,260,3,2,18,110,,,70.37474235244133,77.01820319485813,70.37474235244133,312.3756795479892,349.9147799075381,92,0.00061333364,0.0063590431795199995,-409.1761939190831,,-37.53910035954891
30.003,260,221,260,2,2,19,110,,,70.37474235244133,76.83883047582896,70.37474235244133,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
30.106,248,210,250,3,2,17,109,,,72.26299170692539,78.85608941280901,71.94262719579035,312.3756795479892,349.9147799075381,92,0.00061333364,0.0063590431795199995,-409.1761939190831,,-37.53910035954891
30.207,249,211,250,1,2,19,110,,,72.10251695872694,78.66855859407826,71.94262719579035,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
30.308,253,213,256,3,3,20,111,,,71.46641388450666,78.29605382783535,70.99527405744965,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
30.409,237,202,240,2,2,19,109,,,74.06844626953085,80.38827070428908,73.56852362357301,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
30.51,252,214,255,3,2,17,110,,,71.62458098502037,78.11106175170545,71.1517655528171,312.3756795479892,349.9147799075381,93,0.00062000031,0.006428163214079999,-409.1761939190831,,-37.53910035954891
30.611,254,214,255,2,3,16,110,,,71.30881046166058,78.11106175170545,71.1517655528171,349.9147799075381,312.3756795479892,94,0.00062666698,0.00649728324864,409.1761939190831,,37.53910035954891
30.711,246,210,249,3,3,19,110,,,72.58571821182306,78.85608941280901,72.10251695872694,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
30.812,259,220,260,3,3,19,111,,,70.52906997233748,77.01820319485813,70.37474235244133,312.3756795479892,312.3756795479892,92,0.00061333364,0.0063590431795199995,0.0,,0.0
30.913,241,206,244,2,2,18,109,,,73.40316512586753,79.61495356059436,72.91085152159127,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
31.014,258,218,261,2,3,17,110,,,70.68393121451464,77.37929016024219,70.22094355481465,349.9147799075381,312.3756795479892,93,0.00062000031,0.006428163214079999,409.1761939190831,,37.53910035954891
31.115,258,220,260,2,2,20,110,,,70.68393121451464,77.01820319485813,70.37474235244133,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
31.216,258,220,260,2,2,18,110,,,70.68393121451464,77.01820319485813,70.37474235244133,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
31.316,260,220,262,2,2,19,110,,,70.37474235244133,77.01820319485813,70.06766883665347,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
31.418,259,221,260,1,0,18,110,,,70.52906997233748,76.83883047582896,70.37474235244133,426.52186008440685,,92,0.00061333364,0.0063590431795199995,,,
31.52,210,179,211,2,1,19,110,,,78.85608941280901,85.15089876910076,78.66855859407826,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
31.62,241,207,245,2,2,19,110,,,73.40316512586753,79.42390728204447,72.74798117069224,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
31.721,258,220,262,3,2,19,110,,,70.68393121451464,77.01820319485813,70.06766883665347,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
31.822,259,220,261,3,2,17,109,,,70.52906997233748,77.01820319485813,70.22094355481465,312.3756795479892,349.9147799075381,92,0.00061333364,0.0063590431795199995,-409.1761939190831,,-37.53910035954891
31.923,209,179,212,2,2,19,109,,,79.04448483591005,85.15089876910076,78.48188310973973,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
32.024,243,208,246,2,2,16,109,,,73.07433504692659,79.23375427416943,72.58571821182306,349.9147799075381,349.9147799075381,93,0.00062000031,0.006428163214079999,0.0,,0.0
32.124,257,221,258,3,3,18,110,,,70.83933093713097,76.83883047582896,70.68393121451464,312.3756795479892,312.3756795479892,92,0.00061333364,0.0063590431795199995,0.0,,0.0
32.225,259,220,262,2,2,18,110,,,70.52906997233748,77.01820319485813,70.06766883665347,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
32.326,257,219,262,2,4,18,110,,,70.83933093713097,77.19835371617438,70.06766883665347,349.9147799075381,288.3492588429451,92,0.00061333364,0.0063590431795199995,671.0641796040636,,61.565521064592986
32.427,258,220,261,1,4,18,109,,,70.68393121451464,77.01820319485813,70.22094355481465,426.52186008440685,288.3492588429451,91,0.00060666697,0.00628992314496,1506.081353531933,,138.17260124146173
32.528,259,220,261,2,3,16,108,,,70.52906997233748,77.01820319485813,70.22094355481465,349.9147799075381,312.3756795479892,92,0.00061333364,0.0063590431795199995,409.1761939190831,,37.53910035954891
32.629,257,220,260,3,2,19,109,,,70.83933093713097,77.01820319485813,70.37474235244133,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
32.73,242,207,246,2,2,18,109,,,73.2384376039102,79.42390728204447,72.58571821182306,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
32.831,248,209,250,2,2,17,109,,,72.26299170692539,79.04448483591005,71.94262719579035,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
32.932,260,219,262,3,1,18,110,,,70.37474235244133,77.19835371617438,70.06766883665347,312.3756795479892,426.52186008440685,92,0.00061333364,0.0063590431795199995,-1244.1933678469525,,-114.14618053641766
33.033,242,207,245,2,2,19,110,,,73.2384376039102,79.42390728204447,72.74798117069224,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
33.134,209,177,213,2,2,19,109,,,79.04448483591005,85.5935560767544,78.29605382783535,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
33.234,210,178,212,1,2,18,109,,,78.85608941280901,85.37160003987037,78.48188310973973,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
33.334,210,179,210,2,2,19,110,,,78.85608941280901,85.15089876910076,78.85608941280901,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
33.435,210,179,211,1,1,19,110,,,78.85608941280901,85.15089876910076,78.66855859407826,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
33.535,210,180,212,1,2,19,109,,,78.85608941280901,84.93143661475801,78.48188310973973,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
33.649,211,180,212,2,2,18,110,,,78.66855859407826,84.93143661475801,78.48188310973973,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
33.75,209,180,211,1,1,20,110,,,79.04448483591005,84.93143661475801,78.66855859407826,426.52186008440685,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
33.85,210,180,212,2,1,19,110,,,78.85608941280901,84.93143661475801,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
33.951,211,181,213,2,1,18,110,,,78.66855859407826,84.71319820307053,78.29605382783535,349.9147799075381,426.52186008440685,92,0.00061333364,0.0063590431795199995,-835.0171739278694,,-76.60708017686875
34.051,209,180,212,2,2,19,110,,,79.04448483591005,84.93143661475801,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
34.151,212,179,213,2,1,20,110,,,78.48188310973973,85.15089876910076,78.29605382783535,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
34.252,210,178,213,2,2,20,110,,,78.85608941280901,85.37160003987037,78.29605382783535,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
34.352,213,178,212,1,2,20,110,,,78.29605382783535,85.37160003987037,78.48188310973973,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
34.453,210,179,211,2,2,18,110,,,78.85608941280901,85.15089876910076,78.66855859407826,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
34.553,212,180,211,2,1,19,109,,,78.48188310973973,84.93143661475801,78.66855859407826,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
34.653,212,179,212,1,2,19,110,,,78.48188310973973,85.15089876910076,78.48188310973973,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
34.754,213,180,212,1,2,17,109,,,78.29605382783535,84.93143661475801,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
34.854,213,180,212,1,1,19,110,,,78.29605382783535,84.93143661475801,78.48188310973973,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
34.954,212,180,213,2,1,16,110,,,78.48188310973973,84.93143661475801,78.29605382783535,349.9147799075381,426.52186008440685,94,0.00062666698,0.00649728324864,-835.0171739278694,,-76.60708017686875
35.055,211,180,212,2,2,19,110,,,78.66855859407826,84.93143661475801,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
35.155,211,180,212,1,1,19,109,,,78.66855859407826,84.93143661475801,78.48188310973973,426.52186008440685,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
35.256,212,180,212,1,1,18,109,,,78.48188310973973,84.93143661475801,78.48188310973973,426.52186008440685,426.52186008440685,91,0.00060666697,0.00628992314496,0.0,,0.0
35.356,212,180,212,2,1,19,109,,,78.48188310973973,84.93143661475801,78.48188310973973,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
35.456,210,179,211,1,2,17,108,,,78.85608941280901,85.15089876910076,78.66855859407826,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
35.556,209,179,211,1,2,19,110,,,79.04448483591005,85.15089876910076,78.66855859407826,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
35.657,211,179,212,1,3,16,109,,,78.66855859407826,85.15089876910076,78.48188310973973,426.52186008440685,312.3756795479892,93,0.00062000031,0.006428163214079999,1244.1933678469525,,114.14618053641766
35.757,210,179,213,2,2,19,110,,,78.85608941280901,85.15089876910076,78.29605382783535,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
35.857,211,179,212,2,2,18,109,,,78.66855859407826,85.15089876910076,78.48188310973973,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
35.958,209,178,212,1,2,18,110,,,79.04448483591005,85.37160003987037,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
36.058,211,179,212,1,2,19,110,,,78.66855859407826,85.15089876910076,78.48188310973973,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
36.158,210,178,213,2,2,19,110,,,78.85608941280901,85.37160003987037,78.29605382783535,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
36.259,212,179,212,3,3,19,110,,,78.48188310973973,85.15089876910076,78.48188310973973,312.3756795479892,312.3756795479892,91,0.00060666697,0.00628992314496,0.0,,0.0
36.359,209,179,212,1,2,18,110,,,79.04448483591005,85.15089876910076,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
36.459,208,178,211,2,2,19,109,,,79.23375427416943,85.37160003987037,78.66855859407826,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
36.56,211,179,211,1,2,18,110,,,78.66855859407826,85.15089876910076,78.66855859407826,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
36.66,210,178,213,2,1,19,109,,,78.85608941280901,85.37160003987037,78.29605382783535,349.9147799075381,426.52186008440685,90,0.0006000002999999999,0.006220803110399999,-835.0171739278694,,-76.60708017686875
36.76,210,179,212,1,2,18,110,,,78.85608941280901,85.15089876910076,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
36.861,210,179,212,2,2,17,109,,,78.85608941280901,85.15089876910076,78.48188310973973,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
36.961,211,177,212,3,2,20,110,,,78.66855859407826,85.5935560767544,78.48188310973973,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
37.062,211,178,212,2,2,19,109,,,78.66855859407826,85.37160003987037,78.48188310973973,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
37.162,210,179,212,3,3,19,109,,,78.85608941280901,85.15089876910076,78.48188310973973,312.3756795479892,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
37.263,211,179,212,3,2,18,109,,,78.66855859407826,85.15089876910076,78.48188310973973,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
37.363,210,179,211,3,2,18,110,,,78.85608941280901,85.15089876910076,78.66855859407826,312.3756795479892,349.9147799075381,92,0.00061333364,0.0063590431795199995,-409.1761939190831,,-37.53910035954891
37.463,212,178,212,2,2,19,109,,,78.48188310973973,85.37160003987037,78.48188310973973,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
37.564,211,178,212,1,2,17,109,,,78.66855859407826,85.37160003987037,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
37.664,211,178,213,2,2,18,109,,,78.66855859407826,85.37160003987037,78.29605382783535,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
37.764,209,177,212,2,1,18,109,,,79.04448483591005,85.5935560767544,78.48188310973973,349.9147799075381,426.52186008440685,91,0.00060666697,0.00628992314496,-835.0171739278694,,-76.60708017686875
37.865,210,179,212,1,2,18,110,,,78.85608941280901,85.15089876910076,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
37.965,209,179,212,1,2,18,110,,,79.04448483591005,85.15089876910076,78.48188310973973,426.52186008440685,349.9147799075381,92,0.00061333364,0.0063590431795199995,835.0171739278694,,76.60708017686875
38.065,259,219,261,2,2,16,108,,,70.52906997233748,77.19835371617438,70.22094355481465,349.9147799075381,349.9147799075381,92,0.00061333364,0.0063590431795199995,0.0,,0.0
38.166,254,214,255,1,2,19,109,,,71.30881046166058,78.11106175170545,71.1517655528171,426.52186008440685,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,835.0171739278694,,76.60708017686875
38.267,242,206,245,2,2,17,110,,,73.2384376039102,79.61495356059436,72.74798117069224,349.9147799075381,349.9147799075381,93,0.00062000031,0.006428163214079999,0.0,,0.0
38.368,209,178,212,1,3,19,109,,,79.04448483591005,85.37160003987037,78.48188310973973,426.52186008440685,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,1244.1933678469525,,114.14618053641766
38.468,260,218,261,1,2,19,110,,,70.37474235244133,77.37929016024219,70.22094355481465,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
38.569,243,207,246,1,2,19,110,,,73.07433504692659,79.42390728204447,72.58571821182306,426.52186008440685,349.9147799075381,91,0.00060666697,0.00628992314496,835.0171739278694,,76.60708017686875
38.67,243,206,246,2,2,20,110,,,73.07433504692659,79.61495356059436,72.58571821182306,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
38.775,249,209,250,3,2,17,108,,,72.10251695872694,79.04448483591005,71.94262719579035,312.3756795479892,349.9147799075381,91,0.00060666697,0.00628992314496,-409.1761939190831,,-37.53910035954891
38.876,253,215,255,2,2,20,110,,,71.46641388450666,77.92689801733297,71.1517655528171,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
38.977,254,215,254,2,3,19,109,,,71.30881046166058,77.92689801733297,71.30881046166058,349.9147799075381,312.3756795479892,90,0.0006000002999999999,0.006220803110399999,409.1761939190831,,37.53910035954891
39.077,258,214,255,3,2,19,109,,,70.68393121451464,78.11106175170545,71.1517655528171,312.3756795479892,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,-409.1761939190831,,-37.53910035954891
39.178,263,218,261,3,2,19,108,,,69.91491351144026,77.37929016024219,70.22094355481465,312.3756795479892,349.9147799075381,89,0.00059333363,0.00615168307584,-409.1761939190831,,-37.53910035954891
39.279,263,219,260,2,2,19,109,,,69.91491351144026,77.19835371617438,70.37474235244133,349.9147799075381,349.9147799075381,90,0.0006000002999999999,0.006220803110399999,0.0,,0.0
39.38,262,219,261,3,3,20,109,,,70.06766883665347,77.19835371617438,70.22094355481465,312.3756795479892,312.3756795479892,89,0.00059333363,0.00615168307584,0.0,,0.0
39.48,258,219,261,2,2,19,110,,,70.68393121451464,77.19835371617438,70.22094355481465,349.9147799075381,349.9147799075381,91,0.00060666697,0.00628992314496,0.0,,0.0
39.581,259,219,260,3,2,20,109,,,70.52906997233748,77.19835371617438,70.37474235244133,312.3756795479892,349.9147799075381,89,0.00059333363,0.00615168307584,-409.1761939190831,,-37.53910035954891
